qcd_threshold,top_threshold,signal_events_450fb,background_events_450fb,S_over_B,S_over_sqrtB,S_over_10pctB,n_signal_test_rows,n_background_test_rows,neff_signal,neff_background
0.675,0.825,49.697193264462804,147950.68424113863,0.000335903774418937,0.12920323059258398,0.0033590377441893695,83,150,39.53164227336925,53.58480564276913
0.675,0.85,39.92661483471074,97857.79000565555,0.00040800650446329556,0.12763353224667368,0.004080065044632955,72,117,32.10817024492707,64.29170119880872
0.675,0.875,32.482295867768585,62288.819009907806,0.0005214787562853275,0.13014924990339358,0.005214787562853274,58,74,26.08351801790278,41.29555998776324
0.675,0.9,16.6956605785124,30887.667361745887,0.0005405283727961223,0.094997253882729,0.005405283727961222,35,35,13.75850535080778,21.404249826731668
0.675,0.925,12.259370041322313,16377.111765970863,0.0007485672819791956,0.09579646815311002,0.007485672819791955,27,21,10.193932030571688,13.461222619189732
0.675,0.95,0.8332731818181819,6310.995881201965,0.00013203513320301523,0.010489105565102488,0.001320351332030152,11,7,11.000000000000004,5.052642861982923
0.7,0.5,137.87068338842977,501677.0583304339,0.0002748195898119385,0.19465242011313372,0.0027481958981193846,202,480,107.86734205531977,224.29664520552797
0.7,0.525,129.75562338842977,486812.6828015299,0.00026654117276013993,0.18597100857438803,0.002665411727601399,196,463,101.88899866954519,217.26709116222676
0.7,0.55,122.76581706611572,456861.77344571566,0.0002687154500587753,0.18162893983271103,0.002687154500587753,188,440,96.56223037414841,203.36291112408318
0.7,0.575,117.05276863636364,423672.7460932633,0.0002762810912802891,0.17983177321105895,0.002762810912802891,180,417,92.11608381310154,188.70935298054113
0.7,0.6,112.84373442148761,394158.4081562844,0.0002862903139611445,0.1797388888250834,0.002862903139611445,175,391,88.89726579858241,174.90801320919002
0.7,0.625,105.92968020661158,363345.0480850649,0.00029154017858476977,0.17573490798604324,0.0029154017858476974,168,361,83.68780242008266,158.83400387277362
0.7,0.65,101.49338966942148,336474.6888204647,0.000301637517000799,0.1749691802914983,0.00301637517000799,160,340,80.1213795448712,147.7808783950938
0.7,0.675,97.13285123966942,312184.1743216324,0.000311139574742174,0.17384439602186083,0.0031113957474217394,153,310,76.67103197041072,134.42459803614705
0.7,0.7,87.43802491735536,303695.122207174,0.00028791382713650273,0.15866510766773098,0.002879138271365027,143,296,69.35662211316979,128.8201718749591
0.7,0.725,80.37246648760329,274112.5505433531,0.0002932097283699228,0.1535121788890083,0.0029320972836992276,134,268,63.91730871055576,113.57889248520088
