signal_efficiency	background_efficiency	background_rejection	threshold
0.0018535272181645667	1.7861664560040936e-05	55985.82352941176	0.94052213
0.001963856219245791	1.7861664560040936e-05	55985.82352941176	0.9398963
0.001963856219245791	1.8912350710631578e-05	52875.5	0.93977267
0.0020300536198945254	1.8912350710631578e-05	52875.5	0.93938327
0.0020300536198945254	1.996303686122222e-05	50092.57894736843	0.93931407
0.00205211942011077	1.996303686122222e-05	50092.57894736843	0.93927944
0.00205211942011077	2.1013723011812865e-05	47587.95	0.9392619
0.0021403826209757497	2.1013723011812865e-05	47587.95	0.93909293
0.0021403826209757497	2.2064409162403507e-05	45321.857142857145	0.93908584
0.0022948432224894635	2.2064409162403507e-05	45321.857142857145	0.9385035
0.0022948432224894635	2.4165781463584794e-05	41380.82608695652	0.93846685
0.0023389748229219534	2.4165781463584794e-05	41380.82608695652	0.93817043
0.0023389748229219534	2.5216467614175436e-05	39656.625	0.9381246
0.002438270923895055	2.5216467614175436e-05	39656.625	0.93783724
0.002438270923895055	2.626715376476608e-05	38070.36	0.93783504
0.0025044683245437896	2.626715376476608e-05	38070.36	0.93765694
0.0025044683245437896	2.7317839915356723e-05	36606.11538461538	0.9376476
0.002625830225733136	2.7317839915356723e-05	36606.11538461538	0.9371018
0.002625830225733136	2.836852606594737e-05	35250.33333333333	0.93706155
0.0027030605264899933	2.836852606594737e-05	35250.33333333333	0.93661726
0.0027030605264899933	2.941921221653801e-05	33991.392857142855	0.93659806
0.002802356627463095	2.941921221653801e-05	33991.392857142855	0.93598723
0.002802356627463095	3.0469898367128652e-05	32819.275862068964	0.9359269
0.002879586928219952	3.0469898367128652e-05	32819.275862068964	0.9355992
0.002879586928219952	3.15205845177193e-05	31725.3	0.93559
0.002890619828328074	3.15205845177193e-05	31725.3	0.9355502
0.002890619828328074	3.362195681890058e-05	29742.46875	0.9354824
0.002934751428760564	3.362195681890058e-05	29742.46875	0.93521416
0.002934751428760564	3.4672642969491223e-05	28841.18181818182	0.9351809
0.002956817228976809	3.4672642969491223e-05	28841.18181818182	0.9350955
0.002956817228976809	3.572332912008187e-05	27992.91176470588	0.93504703
0.0029678501290849313	3.572332912008187e-05	27992.91176470588	0.93504393
0.0029678501290849313	3.6774015270672514e-05	27193.114285714284	0.93492043
0.003023014629625543	3.6774015270672514e-05	27193.114285714284	0.93472403
0.003023014629625543	3.7824701421263156e-05	26437.75	0.9346864
0.0030450804298417884	3.7824701421263156e-05	26437.75	0.9346246
0.0030450804298417884	3.88753875718538e-05	25723.216216216217	0.9346122
0.0031333436307067674	3.88753875718538e-05	25723.216216216217	0.9344088
0.0031333436307067674	3.992607372244444e-05	25046.289473684214	0.93439865
0.0032878042322204816	3.992607372244444e-05	25046.289473684214	0.933795
0.0032878042322204816	4.097675987303509e-05	24404.076923076922	0.9337906
0.003354001632869216	4.097675987303509e-05	24404.076923076922	0.93363464
0.003354001632869216	4.202744602362573e-05	23793.975	0.9335694
0.0033650345329773383	4.202744602362573e-05	23793.975	0.9335681
0.0033650345329773383	4.307813217421637e-05	23213.634146341465	0.9335525
0.0034753635340585625	4.307813217421637e-05	23213.634146341465	0.93316275
0.0034753635340585625	4.4128818324807014e-05	22660.928571428572	0.9331473
0.0034974293342748073	4.4128818324807014e-05	22660.928571428572	0.93311846
0.0034974293342748073	4.5179504475397656e-05	22133.93023255814	0.9330552
0.0035084622343829297	4.5179504475397656e-05	22133.93023255814	0.93304974
0.0035084622343829297	4.6230190625988305e-05	21630.886363636364	0.933043
0.003530528034599175	4.6230190625988305e-05	21630.886363636364	0.9329094
0.003530528034599175	4.7280876776578947e-05	21150.2	0.93288827
0.003640857035680399	4.7280876776578947e-05	21150.2	0.93242353
0.003640857035680399	4.938224907776023e-05	20250.191489361703	0.9323991
0.003662922835896644	4.938224907776023e-05	20250.191489361703	0.93233824
0.003662922835896644	5.043293522835087e-05	19828.3125	0.9322716
0.003729120236545378	5.043293522835087e-05	19828.3125	0.9320102
0.003729120236545378	5.148362137894152e-05	19423.65306122449	0.93197125
0.0037622189368697457	5.148362137894152e-05	19423.65306122449	0.9318424
0.0037622189368697457	5.253430752953216e-05	19035.18	0.93184
