target_index	fragment_id	sample_class	source_index	process_or_mode	campaign	member_id	final_split	generated_events_frozen	candidate_rows_metadata	root_tree_entries	event_weight_values	sum_generator_weights_candidate	sum_squared_generator_weights_candidate	min_generator_weight_candidate	max_generator_weight_candidate	negative_weight_events	zero_weight_events	positive_weight_events	uniform_event_weights	signed_weight_sample_candidate	bundle_sha256	root_member_sha256	normalization_denominator_authorized	reference_cross_section_assigned	physical_weight_calculated	denominator_source_branch	denominator_value_status	denominator_value_frozen	denominator_use_authorized_within_campaign	cross_campaign_process_aggregation_authorized	process_reference_cross_section_assigned	physical_weight_application_authorized	physical_yield_calculation_authorized
260	260_c028f770c84d513a	signal	15	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	ggf_shard_015	validation	1000	59	1000	1000	0.98878005519509315	0.00097768599755161147	0.00098878005519509315	0.00098878005519509315	0	0	1000	True	False	6f3ee3a8f4e214213284be4b1b122cd57f9e74dabaccd1769056ef91f2bcf3da	33e8a19b1805730820f6a5630df4e604072c534a19d28c8ffb82329156e2012c	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
261	261_4aafd4056b227c5f	signal	16	ggf_hh4b	ggf_hh4b_ml_ext20k_frozen_v2_20260716	ggf_shard_016	validation	1000	78	1000	1000	0.99075003527104855	0.00098158563238958394	0.00099075003527104855	0.00099075003527104855	0	0	1000	True	False	f6f60fa0314ad0e2d3858c341d4aadab5b9061c05f971a6ec1d6baf6924470e8	486fdf28eeddd19240a7a3f9717baac0ac40f2b2832e86c0c1f35179191db302	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
262	262_d10f5507396923cc	signal	86	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_086	validation	1000	76	1000	1000	0.99362002220004797	0.00098728074851682371	0.00099362002220004797	0.00099362002220004797	0	0	1000	True	False	5c82672a690645a4217e487583bb4b39c8de9d01eaa4795f06b515e8e3f2be58	cb97c6a58a747c22c65a5d24571d052201509bf9d2b771bcd451cffa01b5f3fc	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
263	263_93352712260317a1	signal	87	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_087	validation	1000	47	1000	1000	0.99038996268063784	0.0009808722781785551	0.00099038996268063784	0.00099038996268063784	0	0	1000	True	False	03bfa21638349ca0ba71e5440dba44bc8933522da6cdbe98e9b52e3d10d96e55	25b57e668b23000ffb3566390ca05566f06938146dde07cfca47d9081c5ff685	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
264	264_5016156039b0ba6e	signal	88	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_088	validation	1000	46	1000	1000	0.99057995248585939	0.00098124864226688735	0.00099057995248585939	0.00099057995248585939	0	0	1000	True	False	9f50f201c9ea1b7297da64334eeb31752f394c595810354d31817ee876d53c02	ad0022900f32288c8c15c7cce2e1b781a1aca3eeaa27254269bb6dd5e62eaf0a	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
265	265_9820700e00995bc7	signal	89	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_089	validation	1000	66	1000	1000	0.98941999021917582	0.00097895191704531386	0.00098941999021917582	0.00098941999021917582	0	0	1000	True	False	1932643a40e1eeb07d5862384627b22e46f7d3b55ff657561bfbb6b08e1c1949	25c04f5925c91d648a7e8d2ce4f0282e74cd60efcf72f8062cdd109dec8b2177	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
266	266_81bdc81a5f68d419	signal	90	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_090	validation	1000	59	1000	1000	0.99609000608325005	0.00099219530021892911	0.00099609000608325005	0.00099609000608325005	0	0	1000	True	False	fce066a7fa10ecf43c59b666f1fb79c747357880200fed19ce6b2d13ed279139	cd0f7b0f0bb9744c5ba7e3df2e992e7067b458b8581e6ec71ccf29d5539911aa	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
267	267_176583ca06c24c55	signal	91	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_091	validation	1000	59	1000	1000	0.99375005811452866	0.00098753917800262908	0.00099375005811452866	0.00099375005811452866	0	0	1000	True	False	ce533480fe51b1c53fdfce197d486d2599599554c38d633f838ba6c0f52ac296	a5e104390486c7c11b2b6ca540c107d76c37a9891100743aa727508865e2cad0	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
268	268_eb93b9f1e9420012	signal	92	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_092	validation	1000	61	1000	1000	0.99440000485628843	0.00098883136965818635	0.00099440000485628843	0.00099440000485628843	0	0	1000	True	False	2ed7839ff2c8462164b8a1694e0023aa01d967eb89992ea9a93eb7ace9c6a4ba	0f61fd6c422253fdd10a8d1616d4266a859b1838fa61aff367d125f5c3b81c64	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
269	269_0b94419f4e6ef307	signal	93	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_093	validation	1000	61	1000	1000	0.99156994838267565	0.00098321096253562194	0.00099156994838267565	0.00099156994838267565	0	0	1000	True	False	dfa3c13ec77142f2c20c5d6042fa8a33722080938f6aa42940b96411db659e38	b9c02f20140bfc795e6a4e0af3fddce77e55781154bc7f3cb53a6c3ff7559fdc	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
270	270_731c90aa193a08dd	signal	94	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_094	validation	1000	57	1000	1000	0.98785001318901777	0.00097584764855754259	0.00098785001318901777	0.00098785001318901777	0	0	1000	True	False	b9691744cbd709217d9d5969413e9473ba160f0e091b3ab2b43aea0e50bacf45	994ff081303f017dce44c9aac5270b0f6260bda7501ab9506d72f2d57c07c86d	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
271	271_57145181947d49b3	signal	95	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_095	validation	1000	73	1000	1000	0.99348998628556728	0.00098702235284969667	0.00099348998628556728	0.00099348998628556728	0	0	1000	True	False	230f28ae904395d5296a2ca327f4454336c2ee8f4ef51636bd460fb4d022ef0f	3c58e324ceb255f9d025dc2fb0d0c7a476139bbdda650dd9388df9929848f2f7	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
272	272_c9c5eb6b4f517a58	signal	96	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_096	validation	1000	63	1000	1000	0.99144002888351679	0.0009829533308725485	0.00099144002888351679	0.00099144002888351679	0	0	1000	True	False	16e3025e59ad0fe1264f49d2d3024f9691aed56b10079e006365389a3c9ead4e	f66f26710426185d1f9145672d0d87c5134421a8c7f1365e6daf02d450ea7f0f	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
273	273_48e27461ee98388c	signal	97	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_097	validation	1000	62	1000	1000	0.99107995629310608	0.00098223947976594506	0.00099107995629310608	0.00099107995629310608	0	0	1000	True	False	57385778144bcfb61d887f1082fc960ba1212f7072d31683787ca5b08e8a629a	36d4fa80461834c2e6324c7d51ad88ff192e8bc63b05fa1e85cd40f9bed8d77f	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
274	274_2e22945843aeed17	signal	98	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_098	validation	1000	57	1000	1000	0.99021999631077051	0.00098053564109370226	0.00099021999631077051	0.00099021999631077051	0	0	1000	True	False	9cf16d851c2636fa0774ba3805d84a496b65d679f2a76add4848bb214e96dcad	13a3c731edb6122087a929cc0f9eb1c2d2d7bb8f3d2e55ed28bae83fe903456a	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
275	275_67164499686adf96	signal	99	ggf_hh4b	ggf_hh4b_ml_ext80k_frozen_v2_20260721_v1	ggf_shard_099	validation	1000	61	1000	1000	0.99039997439831495	0.00098089210928818281	0.00099039997439831495	0.00099039997439831495	0	0	1000	True	False	f082c263a41b7717c6cd3ea3f229d192326f35d4a3c5b1f2e2e8b2410bebfeb0	9a57402349dfbf86c93422724948b14a0af0125919412a87e67e72d74ddfee2f	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
276	276_14321b472fb4ad7d	signal	100	vbf_hh4b	vbf_hh4b_sm_pilot10k_20260722_v1	vbf_hh4b_sm_run2_frozen_v2_pilot_shard9301_10k	validation	10000	581	10000	10000	14.25917143933475	0.020332397013633985	0.001425917143933475	0.001425917143933475	0	0	10000	True	False	64105567600535d4c8a136d9fd6b2a2fae31167e1e3ec50c7a5f1523645013ee	9da38514a61b7bc2e15f46aa47d3538b57afd9bb73747f2a38c5535c844ac346	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
277	277_f450c128e0f0afce	signal	109	vbf_hh4b	vbf_hh4b_sm_scaleout90k_20260722_v1	vbf_hh4b_sm_run2_frozen_v2_validation_shard9409_10k	validation	10000	620	10000	10000	14.249919913709164	0.020306021754712498	0.0014249919913709164	0.0014249919913709164	0	0	10000	True	False	f83fd15aa0e84ad91666b2e8f6ead51813f05b1e2779d31c9ab5f6d4968f2369	2219a831e40094803c3e51366692ceee2b89cc43681935ad9980017b85752f2f	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
278	278_055ca385bb3341e5	background	278	schannel_single_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/schannel_single_top_run2_frozen_v2_single_top_scaleout_shard4316_10kevt_bundle.tar.gz	validation	10000	9	10000	10000	69844.999313354492	487832.39290824893	6.9844999313354492	6.9844999313354492	0	0	10000	True	False	7befaf5fa2528ec656b2e1a54d686afcdfbb36c9814e1e85526dd6550771e5b3	d57c9e7163ee6c0a2a632c4454ca079078fc46143b6532d6d98623ddda56090a	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
279	279_872957e61efe9b9b	background	285	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4313_10kevt_bundle.tar.gz	validation	10000	4	10000	10000	580699.99694824219	33721248.645568848	58.069999694824219	58.069999694824219	0	0	10000	True	False	915cffd91c69b50f2ae0566b3cfbdcd02cd0bb9a77bc498d0005b2bec9d041d1	1347899095868c7a908f03306425cbe4307941570227da9a93d4dc7d9f5b8998	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
280	280_a78cf3607da6fd68	background	286	tchannel_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_antitop_run2_frozen_v2_single_top_scaleout_shard4314_10kevt_bundle.tar.gz	validation	10000	8	10000	10000	580180.01556396484	33660885.045980252	58.018001556396484	58.018001556396484	0	0	10000	True	False	266dbd29fc47cb9d8ea5fe8f629952228d30833b6b4f0fc8b15a9865b55ae0fa	2ad3e217ff1303ba770cf72c17171f9ca4e41966892e52d177705bd6ca64149c	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
281	281_7f87432351cb3ae3	background	294	tchannel_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tchannel_top_run2_frozen_v2_single_top_scaleout_shard4307_10kevt_bundle.tar.gz	validation	10000	3	10000	10000	1001880.0354003906	100376360.53338879	100.18800354003906	100.18800354003906	0	0	10000	True	False	1aa08a517d7dc8eeb5b50330287803832f3a9aefe8383938e49d0f302c665431	0cfaf83c99c9054b8454a3cf4e9bc05b2b2864446753df9480d9369a262056e0	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
282	282_d1129f8d9b3ed19b	background	300	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4327_10kevt_bundle.tar.gz	validation	10000	14	10000	10000	280204.29611206055	7851444.7559655309	28.020429611206055	28.020429611206055	0	0	10000	True	False	926272e901dba55386110418974b5ff2e45c7598d78ea32720c33ce80422af84	81d2820783f0bd6d582dbbc3fc83e2451caa897e9e82c13d6d4a8a8e9a152de8	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
283	283_fac214aeb3c4f184	background	301	tw_antitop	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_antitop_run2_frozen_v2_single_top_scaleout_shard4328_10kevt_bundle.tar.gz	validation	10000	20	10000	10000	279816.79916381836	7829744.1094284663	27.981679916381836	27.981679916381836	0	0	10000	True	False	8f09bbd6d26826c500299b35bf9112c6d0520ced1e909eea08effa7d66ffa76b	e827ffca0f3e90e9b4b9aeeea84b39fcd346a1eb652231ea84a07cce5ccffd37	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
284	284_ecffeb539870a66c	background	308	tw_top	unified_background_5m_single_top_scaleout280k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_single_top_scaleout280k_20260722_v1/tw_top_run2_frozen_v2_single_top_scaleout_shard4322_10kevt_bundle.tar.gz	validation	10000	13	10000	10000	280298.69079589844	7856735.6061894679	28.029869079589844	28.029869079589844	0	0	10000	True	False	d66835f6b1d84002d510b52fc6dfe57b852bacf0129bdb32afbc02ca9d815e10	3c7197984f0ed486a0e0b54a65493b0414bc100c1c1a21f2120e0b527f938bb8	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
285	285_07a40802c90e3d39	background	323	zzz_zbb	final_background_triboson_zbb_pilot10k_20260722_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/final_background_triboson_zbb_pilot10k_20260722_v1/zzz_zbb_run2_frozen_v2_pilot_validation_shard9603_1500_bundle.tar.gz	validation	1500	15	1500	1500	15.810139574110508	0.16753265840337281	-0.010568275116384029	0.010568275116384029	2	0	1498	False	True	e93ec374582c137bf20a861db3f17906c724426a29ea33df6c82f02a8140f9eb	009645335e0b04798ef5a3ba57c14352a6beb744582e0682a084e548122c752e	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
286	286_d576f096dc7aa2c0	background	363	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard014_10k_bundle.tar.gz	validation	10000	378	10000	10000	3468927.9174804688	1203346089.6675382	346.89279174804688	346.89279174804688	0	0	10000	True	False	76ae9b0aa1f8999e9e39e6a7eb1025eacfabc52e3e80c18ac4039f56e5cceedf	b567e749cf2a805e83419ab1a09fc4bbbbe778f065773decd2a81bc34798ab15	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
287	287_a02b84a948c8918b	background	364	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard004_10k_bundle.tar.gz	validation	10000	360	10000	10000	3477522.8881835938	1209316543.7840765	347.75228881835938	347.75228881835938	0	0	10000	True	False	e127ad560c091ed0f94c3dc919d6cebf2e779e7741482430ef23f27041fef58d	714b173dcc38a34d98e776a2f5296bcedd0521e029141f400f01a64cf74ababc	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
288	288_e6bc525802fca6ba	background	365	qcd_bbbb_general	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_general_run2_frozen_v2_unified5m_wavea_shard009_10k_bundle.tar.gz	validation	10000	366	10000	10000	3457385.5590820312	1195351490.414897	345.73855590820312	345.73855590820312	0	0	10000	True	False	224888bca2d95bc2f41b4cd0ed1d9a5a2cc92d4d86c872ecdcaba6e96bfd8c4f	42a3f3308ac6e8f0b4f1e02074b36b69e91fcabbdb74150d378d7e276e6f053d	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
289	289_343461470a2268d1	background	378	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard014_10k_bundle.tar.gz	validation	10000	1522	10000	10000	97366.523742675781	948023.99457330466	9.7366523742675781	9.7366523742675781	0	0	10000	True	False	106a1da65a4bbf4cd48b35a88b0154af060fc54e273a930fbe72d5a68e3e1a24	dbbfc4875666c0746da672b6d2fde212d7d8ef70304c37089ef5e034ce4e9d90	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
290	290_246b7d81c8dd8405	background	380	qcd_bbbb_iht400to600	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/qcd_bbbb_iht400to600_run2_frozen_v2_unified5m_wavea_shard009_10k_bundle.tar.gz	validation	10000	1527	10000	10000	97647.953033447266	953512.27316223225	9.7647953033447266	9.7647953033447266	0	0	10000	True	False	bd5792e8013a121e91c3c5eb3ee597530d3d8e84d7133c07dc5e7785d90b70b2	97ac35463146abe6a10bb38d529183b6ccf31c76679a24bc3ffb2ed42aa65ebb	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
291	291_347e55543450dcb2	background	441	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard014_10k_bundle.tar.gz	validation	10000	21	10000	10000	5123752.44140625	2625283908.0816507	512.375244140625	512.375244140625	0	0	10000	True	False	153fb6e61a78d6ee026a60a5b510024b144b5a0548369e56b8da98902c2832ff	d5425c41a0f40fbae75f4bedf2155099ea4d93c6f8d7910bf33177e0c8e866d9	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
292	292_1c49984222544485	background	442	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard019_10k_bundle.tar.gz	validation	10000	34	10000	10000	5111343.6889648438	2612583430.6720738	511.13436889648438	511.13436889648438	0	0	10000	True	False	0cb588d209a9cd9b639901745e5af8684cdab06149bf06555f185c015de5f57e	1d7671801c94d7af04f0fa029ec89f9dd1e8f72ed46eac0987e07251144af26d	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
293	293_02cfff4dcb40acd5	background	443	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard024_10k_bundle.tar.gz	validation	10000	22	10000	10000	5116002.8076171875	2617348472.7546945	511.60028076171875	511.60028076171875	0	0	10000	True	False	8dafaf48e7ae2f72156db0187028ae367c3cbe22bda9846d6c36a4879c2557f3	fdd0d64b0d84b77f00d259cff230569055279faf5b2a07ef6d05b41e41131741	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
294	294_6e96c3b86d74ea48	background	444	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard029_10k_bundle.tar.gz	validation	10000	34	10000	10000	5116604.9194335938	2617964590.1572051	511.66049194335938	511.66049194335938	0	0	10000	True	False	be704a1ac7ee535235831b728f0105a37e3c259856db0fde95c3aad39c871ab9	e0780d9778acffa0201b6dc4fb8608ddd626bd76d13b6de2bb82ca7c7a3d514c	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
295	295_125904c53e627ee6	background	445	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard034_10k_bundle.tar.gz	validation	10000	35	10000	10000	5123548.583984375	2625075009.2448292	512.3548583984375	512.3548583984375	0	0	10000	True	False	62c56254eb82fad6eadf7bcf5d41e185fb7c28791292c316d6a450ae274a751b	6bb8f11f5b1e4c95fff58fa11105ca77c04bf744e96da795fe4991734ff2973c	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
296	296_5da3440cc97cdf0f	background	446	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard039_10k_bundle.tar.gz	validation	10000	31	10000	10000	5125249.0234375	2626817755.2247047	512.52490234375	512.52490234375	0	0	10000	True	False	1297c665934dec238d826fc1bee160e7c5d511314af9fabe62b39716fcbc77ae	b77c545534a132b83fc65c343dcfe9fa6b91829b3e44eff3bcef95216f3b6c26	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
297	297_5d540379d5cbc362	background	447	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard004_10k_bundle.tar.gz	validation	10000	20	10000	10000	5117973.0224609375	2619364785.8637943	511.79730224609375	511.79730224609375	0	0	10000	True	False	5a31063fc92454dc563f52fea7b0beba6007c17c82ffc1a58959ad65b2ad506e	0e0d9ecb73c0a9d9c130216a8e57c3bcb2c2ac253ea58e355d95458dfa8e3a60	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
298	298_f06502e0147f18b2	background	448	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard044_10k_bundle.tar.gz	validation	10000	42	10000	10000	5125834.3505859375	2627417778.9646759	512.58343505859375	512.58343505859375	0	0	10000	True	False	db624118584283f8d1bf39647d2875927bfcdd7a444e83a70cbb2c15622caf1e	9e8f16456cef335130e621f983e4b4fa204e3c3dfdbf58a74af9da9c3f5d87be	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
299	299_fd7e4cf2000b34e8	background	449	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard049_10k_bundle.tar.gz	validation	10000	43	10000	10000	5121275.634765625	2622746412.7244053	512.1275634765625	512.1275634765625	0	0	10000	True	False	4388c30eaccec9c642e8417156d7f5e4c3829ad514cbdb36942764a309226c27	5ac8cf063cfa5cab6fb8c0e0998a612783e7f238eb424d4389d6fcd8953294e5	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
300	300_13c0c31faf4345ce	background	450	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard054_10k_bundle.tar.gz	validation	10000	45	10000	10000	5111672.0581054688	2612919122.9616199	511.16720581054688	511.16720581054688	0	0	10000	True	False	38e06834a19e3e7c0c61b489099cbc721b5eb3f4cc7e1e76f217d3927b245b49	5193b1504f1ed9413e97336592a73a741dc5307f27c1a0f5f94c472135c4aa4f	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
301	301_b8d8f16e10469a0c	background	451	ttbar_inclusive	unified_background_5m_wavea_proven111_20260720_v1	bundle:/store/user/iturkmen/hh4b_delphes/run2_13tev/frozen_v2/bundles/unified_background_5m_wavea_proven111_20260720_v1/ttbar_inclusive_run2_frozen_v2_unified5m_wavea_shard059_10k_bundle.tar.gz	validation	10000	25	10000	10000	5132692.2607421875	2634452984.3482747	513.26922607421875	513.26922607421875	0	0	10000	True	False	a36ce937ca960671aaadcdb370dfcd3f126cd500ff51f799fa112c937cdd59ca	4e7991357df14f0fcf41414f2430877953a8abebf800e8829c764534105e1c97	False	False	False	Event/Event.Weight	frozen_exact_full_member_signed_sumw	True	True	False	False	False	False
